"","groups"
"ENSG00000072110",1
"ENSG00000072121",2
"ENSG00000072133",2
"ENSG00000072134",2
"ENSG00000072135",2
"ENSG00000072163",1
"ENSG00000072182",2
"ENSG00000072195",2
"ENSG00000072201",2
"ENSG00000072210",2
"ENSG00000072274",1
"ENSG00000072310",2
"ENSG00000072315",2
"ENSG00000072364",1
"ENSG00000072401",2
"ENSG00000072415",2
"ENSG00000072422",2
"ENSG00000072501",1
"ENSG00000072506",1
"ENSG00000072518",2
"ENSG00000072571",2
"ENSG00000072609",2
"ENSG00000072657",2
"ENSG00000072682",2
"ENSG00000072694",2
"ENSG00000072736",2
"ENSG00000072756",2
"ENSG00000072778",3
"ENSG00000072786",2
"ENSG00000072803",1
"ENSG00000072818",2
"ENSG00000072832",3
"ENSG00000072840",2
"ENSG00000072849",2
"ENSG00000072858",2
"ENSG00000072864",2
"ENSG00000072952",2
"ENSG00000072954",2
"ENSG00000072958",1
"ENSG00000073008",2
"ENSG00000073050",2
"ENSG00000073060",1
"ENSG00000073067",2
"ENSG00000073111",1
"ENSG00000073146",2
"ENSG00000073150",2
"ENSG00000073169",1
"ENSG00000073282",2
"ENSG00000073331",2
"ENSG00000073350",2
"ENSG00000073417",2
"ENSG00000073464",2
"ENSG00000073536",2
"ENSG00000073578",1
"ENSG00000073584",2
"ENSG00000073598",2
"ENSG00000073605",2
"ENSG00000073614",2
"ENSG00000073670",1
"ENSG00000073711",2
"ENSG00000073712",1
"ENSG00000073734",2
"ENSG00000073737",2
"ENSG00000073754",2
"ENSG00000073756",2
"ENSG00000073792",1
"ENSG00000073803",2
"ENSG00000073849",1
"ENSG00000073861",2
"ENSG00000073910",2
"ENSG00000073921",1
"ENSG00000073969",1
"ENSG00000074047",2
"ENSG00000074054",1
"ENSG00000074071",1
"ENSG00000074181",1
"ENSG00000074201",1
"ENSG00000074211",1
"ENSG00000074219",1
"ENSG00000074266",2
"ENSG00000074276",2
"ENSG00000074317",3
"ENSG00000074319",1
"ENSG00000074356",2
"ENSG00000074370",2
"ENSG00000074410",1
"ENSG00000074416",2
"ENSG00000074527",2
"ENSG00000074582",2
"ENSG00000074590",2
"ENSG00000074603",2
"ENSG00000074621",2
"ENSG00000074657",1
"ENSG00000074660",2
"ENSG00000074695",1
"ENSG00000074696",1
"ENSG00000074706",2
"ENSG00000074755",2
"ENSG00000074771",2
"ENSG00000074800",3
"ENSG00000074803",1
"ENSG00000074842",1
"ENSG00000074855",2
"ENSG00000074935",2
"ENSG00000074964",2
"ENSG00000074966",2
"ENSG00000075035",1
"ENSG00000075043",2
"ENSG00000075073",2
"ENSG00000075089",2
"ENSG00000075131",2
"ENSG00000075142",1
"ENSG00000075151",1
"ENSG00000075188",2
"ENSG00000075213",2
"ENSG00000075218",2
"ENSG00000075223",2
"ENSG00000075234",2
"ENSG00000075239",1
"ENSG00000075240",2
"ENSG00000075275",2
"ENSG00000075290",2
"ENSG00000075292",2
"ENSG00000075303",2
"ENSG00000075336",2
"ENSG00000075340",1
"ENSG00000075388",2
"ENSG00000075391",2
"ENSG00000075399",2
"ENSG00000075407",2
"ENSG00000075413",2
"ENSG00000075415",3
"ENSG00000075420",2
"ENSG00000075426",1
"ENSG00000075429",2
"ENSG00000075461",1
"ENSG00000075539",2
"ENSG00000075568",2
"ENSG00000075618",1
"ENSG00000075624",4
"ENSG00000075643",2
"ENSG00000075651",2
"ENSG00000075673",2
"ENSG00000075702",2
"ENSG00000075711",2
"ENSG00000075785",3
"ENSG00000075790",2
"ENSG00000075826",2
"ENSG00000075856",2
"ENSG00000075884",2
"ENSG00000075886",2
"ENSG00000075891",2
"ENSG00000075914",2
"ENSG00000075945",1
"ENSG00000075975",1
"ENSG00000076003",1
"ENSG00000076043",2
"ENSG00000076053",2
"ENSG00000076067",2
"ENSG00000076108",2
"ENSG00000076201",2
"ENSG00000076242",1
"ENSG00000076248",1
"ENSG00000076258",2
"ENSG00000076321",2
"ENSG00000076344",1
"ENSG00000076351",2
"ENSG00000076356",2
"ENSG00000076382",2
"ENSG00000076513",2
"ENSG00000076554",2
"ENSG00000076555",2
"ENSG00000076604",2
"ENSG00000076641",2
"ENSG00000076650",2
"ENSG00000076662",2
"ENSG00000076685",1
"ENSG00000076706",1
"ENSG00000076716",2
"ENSG00000076770",1
"ENSG00000076826",2
"ENSG00000076864",1
"ENSG00000076924",2
"ENSG00000076928",2
"ENSG00000076944",2
"ENSG00000076984",2
"ENSG00000077009",3
"ENSG00000077044",2
"ENSG00000077063",2
"ENSG00000077080",1
"ENSG00000077092",2
"ENSG00000077097",1
"ENSG00000077147",1
"ENSG00000077150",2
"ENSG00000077152",1
"ENSG00000077157",1
"ENSG00000077232",2
"ENSG00000077235",2
"ENSG00000077238",2
"ENSG00000077254",1
"ENSG00000077264",2
"ENSG00000077274",2
"ENSG00000077279",1
"ENSG00000077312",1
"ENSG00000077327",2
"ENSG00000077348",2
"ENSG00000077380",1
"ENSG00000077420",2
"ENSG00000077454",2
"ENSG00000077458",2
"ENSG00000077463",2
"ENSG00000077498",2
"ENSG00000077514",2
"ENSG00000077522",3
"ENSG00000077549",3
"ENSG00000077585",2
"ENSG00000077616",2
"ENSG00000077684",2
"ENSG00000077713",2
"ENSG00000077721",1
"ENSG00000077782",1
"ENSG00000077800",2
"ENSG00000077935",2
"ENSG00000077942",1
"ENSG00000077943",2
"ENSG00000077984",2
"ENSG00000078018",3
"ENSG00000078043",2
"ENSG00000078053",2
"ENSG00000078061",1
"ENSG00000078070",2
"ENSG00000078081",2
"ENSG00000078098",2
"ENSG00000078114",1
"ENSG00000078124",2
"ENSG00000078140",1
"ENSG00000078142",2
"ENSG00000078177",2
"ENSG00000078237",2
"ENSG00000078246",2
"ENSG00000078269",2
"ENSG00000078295",2
"ENSG00000078304",2
"ENSG00000078328",2
"ENSG00000078369",3
"ENSG00000078399",2
"ENSG00000078401",2
"ENSG00000078403",2
"ENSG00000078487",2
"ENSG00000078549",2
"ENSG00000078579",2
"ENSG00000078589",2
"ENSG00000078596",1
"ENSG00000078618",1
"ENSG00000078668",3
"ENSG00000078674",1
"ENSG00000078687",2
"ENSG00000078699",2
"ENSG00000078725",1
"ENSG00000078747",2
"ENSG00000078795",2
"ENSG00000078804",2
"ENSG00000078808",1
"ENSG00000078814",1
"ENSG00000078898",2
"ENSG00000078900",2
"ENSG00000078902",1
"ENSG00000078967",2
"ENSG00000079101",2
"ENSG00000079102",2
"ENSG00000079112",2
"ENSG00000079134",2
"ENSG00000079150",2
"ENSG00000079156",2
"ENSG00000079215",1
"ENSG00000079246",3
"ENSG00000079257",1
"ENSG00000079263",2
"ENSG00000079277",2
"ENSG00000079308",1
"ENSG00000079313",2
"ENSG00000079332",1
"ENSG00000079335",2
"ENSG00000079337",2
"ENSG00000079385",2
"ENSG00000079387",2
"ENSG00000079393",2
"ENSG00000079432",1
"ENSG00000079435",2
"ENSG00000079459",1
"ENSG00000079462",1
"ENSG00000079482",2
"ENSG00000079557",3
"ENSG00000079616",1
"ENSG00000079689",2
"ENSG00000079691",2
"ENSG00000079739",1
"ENSG00000079785",1
"ENSG00000079805",2
"ENSG00000079819",2
"ENSG00000079841",2
"ENSG00000079931",2
"ENSG00000079950",2
"ENSG00000079974",2
"ENSG00000079999",1
"ENSG00000080007",2
"ENSG00000080031",2
"ENSG00000080166",2
"ENSG00000080189",2
"ENSG00000080200",2
"ENSG00000080224",2
"ENSG00000080293",2
"ENSG00000080298",2
"ENSG00000080345",2
"ENSG00000080371",2
"ENSG00000080493",2
"ENSG00000080503",1
"ENSG00000080511",2
"ENSG00000080546",2
"ENSG00000080561",2
"ENSG00000080572",2
"ENSG00000080573",2
"ENSG00000080603",1
"ENSG00000080608",2
"ENSG00000080618",3
"ENSG00000080644",2
"ENSG00000080709",2
"ENSG00000080802",2
"ENSG00000080815",2
"ENSG00000080819",1
"ENSG00000080822",2
"ENSG00000080823",2
"ENSG00000080824",3
"ENSG00000080839",2
"ENSG00000080845",1
"ENSG00000080854",2
"ENSG00000080910",3
"ENSG00000080986",2
"ENSG00000081014",2
"ENSG00000081019",2
"ENSG00000081026",2
"ENSG00000081041",1
"ENSG00000081051",5
"ENSG00000081052",2
"ENSG00000081059",2
"ENSG00000081087",2
"ENSG00000081138",2
"ENSG00000081148",2
"ENSG00000081154",1
"ENSG00000081177",2
"ENSG00000081181",1
"ENSG00000081189",1
"ENSG00000081237",2
"ENSG00000081248",2
"ENSG00000081277",2
"ENSG00000081307",2
"ENSG00000081320",2
"ENSG00000081377",2
"ENSG00000081386",2
"ENSG00000081479",2
"ENSG00000081665",2
"ENSG00000081692",2
"ENSG00000081721",2
"ENSG00000081760",2
"ENSG00000081791",1
"ENSG00000081800",2
"ENSG00000081803",1
"ENSG00000081870",2
"ENSG00000081913",2
"ENSG00000081923",2
"ENSG00000081985",2
"ENSG00000082014",1
"ENSG00000082068",2
"ENSG00000082074",2
"ENSG00000082126",2
"ENSG00000082146",1
"ENSG00000082153",1
"ENSG00000082175",2
"ENSG00000082196",2
"ENSG00000082212",1
"ENSG00000082213",2
"ENSG00000082258",2
"ENSG00000082269",2
"ENSG00000082293",2
"ENSG00000082397",2
"ENSG00000082438",2
"ENSG00000082458",2
"ENSG00000082482",2
"ENSG00000082497",2
"ENSG00000082512",2
"ENSG00000082515",2
"ENSG00000082516",2
"ENSG00000082556",2
"ENSG00000082641",3
"ENSG00000082684",2
"ENSG00000082701",1
"ENSG00000082781",2
"ENSG00000082805",2
"ENSG00000082898",1
"ENSG00000082996",2
"ENSG00000083067",2
"ENSG00000083093",2
"ENSG00000083097",2
"ENSG00000083099",2
"ENSG00000083123",2
"ENSG00000083168",2
"ENSG00000083223",2
"ENSG00000083290",2
"ENSG00000083307",2
"ENSG00000083312",1
"ENSG00000083444",1
"ENSG00000083454",2
"ENSG00000083457",2
"ENSG00000083520",2
"ENSG00000083535",2
"ENSG00000083544",2
"ENSG00000083635",2
"ENSG00000083642",2
"ENSG00000083720",1
"ENSG00000083750",2
"ENSG00000083782",2
"ENSG00000083799",2
"ENSG00000083807",1
"ENSG00000083812",2
"ENSG00000083814",2
"ENSG00000083817",2
"ENSG00000083828",2
"ENSG00000083838",2
"ENSG00000083844",2
"ENSG00000083845",3
"ENSG00000083857",1
"ENSG00000083896",1
"ENSG00000083937",1
"ENSG00000084070",1
"ENSG00000084072",2
"ENSG00000084073",2
"ENSG00000084090",3
"ENSG00000084092",2
"ENSG00000084093",2
"ENSG00000084110",1
"ENSG00000084112",2
"ENSG00000084207",3
"ENSG00000084234",3
"ENSG00000084444",2
"ENSG00000084453",2
"ENSG00000084463",1
"ENSG00000084623",3
"ENSG00000084628",1
"ENSG00000084636",1
"ENSG00000084652",1
"ENSG00000084674",4
"ENSG00000084676",1
"ENSG00000084693",2
"ENSG00000084710",2
"ENSG00000084731",1
"ENSG00000084733",1
"ENSG00000084734",2
"ENSG00000084754",3
"ENSG00000084764",1
"ENSG00000084774",2
"ENSG00000085063",1
"ENSG00000085117",2
"ENSG00000085185",2
"ENSG00000085224",1
"ENSG00000085231",1
"ENSG00000085265",2
"ENSG00000085274",2
"ENSG00000085276",2
"ENSG00000085365",2
"ENSG00000085377",1
"ENSG00000085382",2
"ENSG00000085415",2
"ENSG00000085433",1
"ENSG00000085449",2
"ENSG00000085465",2
"ENSG00000085491",2
"ENSG00000085511",2
"ENSG00000085514",2
"ENSG00000085552",2
"ENSG00000085563",2
"ENSG00000085644",2
"ENSG00000085662",1
"ENSG00000085719",1
"ENSG00000085721",2
"ENSG00000085733",1
"ENSG00000085741",2
"ENSG00000085760",2
"ENSG00000085788",2
"ENSG00000085831",2
"ENSG00000085832",1
"ENSG00000085840",2
"ENSG00000085871",2
"ENSG00000085872",2
"ENSG00000085978",2
"ENSG00000085982",2
"ENSG00000085998",1
"ENSG00000085999",2
"ENSG00000086015",1
"ENSG00000086061",3
"ENSG00000086062",1
"ENSG00000086065",1
"ENSG00000086102",2
"ENSG00000086159",2
"ENSG00000086189",2
"ENSG00000086200",2
"ENSG00000086205",2
"ENSG00000086232",1
"ENSG00000086288",2
"ENSG00000086289",2
"ENSG00000086300",2
"ENSG00000086475",1
"ENSG00000086504",1
"ENSG00000086506",1
"ENSG00000086544",2
"ENSG00000086548",2
"ENSG00000086570",1
"ENSG00000086589",1
"ENSG00000086598",3
"ENSG00000086619",2
"ENSG00000086666",1
"ENSG00000086696",2
"ENSG00000086712",2
"ENSG00000086717",2
"ENSG00000086730",2
"ENSG00000086758",1
"ENSG00000086827",2
"ENSG00000086848",2
"ENSG00000086967",2
"ENSG00000086991",2
"ENSG00000087008",2
"ENSG00000087053",2
"ENSG00000087074",3
"ENSG00000087076",1
"ENSG00000087077",1
"ENSG00000087085",1
"ENSG00000087086",5
"ENSG00000087087",1
"ENSG00000087088",2
"ENSG00000087095",2
"ENSG00000087111",2
"ENSG00000087116",2
"ENSG00000087128",2
"ENSG00000087152",1
"ENSG00000087157",2
"ENSG00000087191",1
"ENSG00000087206",2
"ENSG00000087237",2
"ENSG00000087245",3
"ENSG00000087250",1
"ENSG00000087253",2
"ENSG00000087258",1
"ENSG00000087263",2
"ENSG00000087266",2
"ENSG00000087269",2
"ENSG00000087274",1
"ENSG00000087299",2
"ENSG00000087301",2
"ENSG00000087302",3
"ENSG00000087303",1
"ENSG00000087338",2
"ENSG00000087365",1
"ENSG00000087448",2
"ENSG00000087460",3
"ENSG00000087470",1
"ENSG00000087494",2
"ENSG00000087495",2
"ENSG00000087502",2
"ENSG00000087510",2
"ENSG00000087586",1
"ENSG00000087589",2
"ENSG00000087842",2
"ENSG00000087884",1
"ENSG00000087903",2
"ENSG00000087995",2
"ENSG00000088002",2
"ENSG00000088035",2
"ENSG00000088038",2
"ENSG00000088053",2
"ENSG00000088179",2
"ENSG00000088205",2
"ENSG00000088247",1
"ENSG00000088256",2
"ENSG00000088280",2
"ENSG00000088298",2
"ENSG00000088305",2
"ENSG00000088320",2
"ENSG00000088325",1
"ENSG00000088356",1
"ENSG00000088367",1
"ENSG00000088386",2
"ENSG00000088387",2
"ENSG00000088448",1
"ENSG00000088451",2
"ENSG00000088538",2
"ENSG00000088543",2
"ENSG00000088682",1
"ENSG00000088726",2
"ENSG00000088727",2
"ENSG00000088756",2
"ENSG00000088766",2
"ENSG00000088782",2
"ENSG00000088808",2
"ENSG00000088812",2
"ENSG00000088826",2
"ENSG00000088827",2
"ENSG00000088832",3
"ENSG00000088833",2
"ENSG00000088836",2
"ENSG00000088854",2
"ENSG00000088876",2
"ENSG00000088881",2
"ENSG00000088882",3
"ENSG00000088888",2
"ENSG00000088899",1
"ENSG00000088926",2
"ENSG00000088930",1
"ENSG00000088986",3
"ENSG00000088992",1
"ENSG00000089006",1
"ENSG00000089009",3
"ENSG00000089012",2
"ENSG00000089022",2
"ENSG00000089041",2
"ENSG00000089048",2
"ENSG00000089050",2
"ENSG00000089053",2
"ENSG00000089057",1
"ENSG00000089060",2
"ENSG00000089063",3
"ENSG00000089091",2
"ENSG00000089094",2
"ENSG00000089101",2
"ENSG00000089116",2
"ENSG00000089123",2
"ENSG00000089127",2
"ENSG00000089154",2
"ENSG00000089157",3
"ENSG00000089159",1
"ENSG00000089163",2
"ENSG00000089169",2
"ENSG00000089177",2
"ENSG00000089195",2
"ENSG00000089199",3
"ENSG00000089220",4
"ENSG00000089225",1
"ENSG00000089234",2
"ENSG00000089248",1
"ENSG00000089250",2
"ENSG00000089280",3
"ENSG00000089289",1
"ENSG00000089327",2
"ENSG00000089335",1
"ENSG00000089351",2
"ENSG00000089356",2
"ENSG00000089472",2
"ENSG00000089486",1
"ENSG00000089505",2
"ENSG00000089558",2
"ENSG00000089597",3
"ENSG00000089639",2
"ENSG00000089682",2
"ENSG00000089685",1
"ENSG00000089692",2
"ENSG00000089693",3
"ENSG00000089723",2
"ENSG00000089737",3
"ENSG00000089775",2
"ENSG00000089818",1
"ENSG00000089820",2
"ENSG00000089847",2
"ENSG00000089876",2
"ENSG00000089902",2
"ENSG00000089916",2
"ENSG00000090006",1
"ENSG00000090013",3
"ENSG00000090020",2
"ENSG00000090054",2
"ENSG00000090060",1
"ENSG00000090061",2
"ENSG00000090097",1
"ENSG00000090104",2
"ENSG00000090238",1
"ENSG00000090263",1
"ENSG00000090266",1
"ENSG00000090273",1
"ENSG00000090316",2
"ENSG00000090339",2
"ENSG00000090372",1
"ENSG00000090376",2
"ENSG00000090382",2
"ENSG00000090402",2
"ENSG00000090432",2
"ENSG00000090447",2
"ENSG00000090470",2
"ENSG00000090487",1
"ENSG00000090512",1
"ENSG00000090520",2
"ENSG00000090530",2
"ENSG00000090534",2
"ENSG00000090539",2
"ENSG00000090554",2
"ENSG00000090565",2
"ENSG00000090581",2
"ENSG00000090612",2
"ENSG00000090615",2
"ENSG00000090621",1
"ENSG00000090659",2
"ENSG00000090661",2
"ENSG00000090674",2
"ENSG00000090686",2
"ENSG00000090776",1
"ENSG00000090857",2
"ENSG00000090861",1
"ENSG00000090863",1
"ENSG00000090889",2
"ENSG00000090905",2
"ENSG00000090924",2
"ENSG00000090932",2
"ENSG00000090971",1
"ENSG00000090975",2
"ENSG00000090989",2
"ENSG00000091009",2
"ENSG00000091010",2
"ENSG00000091039",2
"ENSG00000091073",2
"ENSG00000091106",2
"ENSG00000091127",2
"ENSG00000091128",2
"ENSG00000091129",1
"ENSG00000091136",3
"ENSG00000091137",2
"ENSG00000091138",2
"ENSG00000091140",1
"ENSG00000091157",2
"ENSG00000091164",2
"ENSG00000091181",2
"ENSG00000091262",2
"ENSG00000091317",1
"ENSG00000091409",2
"ENSG00000091428",2
"ENSG00000091436",1
"ENSG00000091482",3
"ENSG00000091483",3
"ENSG00000091490",2
"ENSG00000091513",4
"ENSG00000091527",1
"ENSG00000091536",2
"ENSG00000091542",1
"ENSG00000091583",4
"ENSG00000091592",2
"ENSG00000091622",2
"ENSG00000091640",1
"ENSG00000091651",2
"ENSG00000091656",2
"ENSG00000091664",2
"ENSG00000091704",2
"ENSG00000091732",2
"ENSG00000091831",2
"ENSG00000091844",2
"ENSG00000091879",2
"ENSG00000091947",2
"ENSG00000091972",1
"ENSG00000091986",1
"ENSG00000092009",2
"ENSG00000092010",1
"ENSG00000092020",2
"ENSG00000092036",2
"ENSG00000092051",1
"ENSG00000092054",4
"ENSG00000092067",2
"ENSG00000092068",2
"ENSG00000092094",2
"ENSG00000092096",1
"ENSG00000092098",2
"ENSG00000092108",2
"ENSG00000092140",2
"ENSG00000092148",1
"ENSG00000092199",3
"ENSG00000092200",2
"ENSG00000092201",1
"ENSG00000092203",2
"ENSG00000092208",2
"ENSG00000092295",2
"ENSG00000092330",1
"ENSG00000092345",2
"ENSG00000092377",2
"ENSG00000092421",2
"ENSG00000092439",2
"ENSG00000092445",1
"ENSG00000092470",2
"ENSG00000092529",2
"ENSG00000092531",2
"ENSG00000092607",2
"ENSG00000092621",1
"ENSG00000092758",1
"ENSG00000092820",3
"ENSG00000092841",3
"ENSG00000092847",2
"ENSG00000092850",2
"ENSG00000092853",2
"ENSG00000092871",2
"ENSG00000092929",2
"ENSG00000092931",2
"ENSG00000092964",3
"ENSG00000092969",2
"ENSG00000092978",2
"ENSG00000093000",2
"ENSG00000093009",2
"ENSG00000093010",1
"ENSG00000093072",2
"ENSG00000093144",2
"ENSG00000093167",2
"ENSG00000093183",2
"ENSG00000093217",2
"ENSG00000094631",2
"ENSG00000094661",2
"ENSG00000094755",2
"ENSG00000094796",2
"ENSG00000094804",2
"ENSG00000094841",2
"ENSG00000094880",2
"ENSG00000094914",1
"ENSG00000094916",1
"ENSG00000094963",2
"ENSG00000094975",2
"ENSG00000095002",1
"ENSG00000095015",2
"ENSG00000095059",1
"ENSG00000095066",2
"ENSG00000095110",2
"ENSG00000095139",1
"ENSG00000095203",2
"ENSG00000095209",2
"ENSG00000095261",2
"ENSG00000095303",2
"ENSG00000095319",2
"ENSG00000095321",2
"ENSG00000095370",2
"ENSG00000095380",2
"ENSG00000095383",2
"ENSG00000095397",2
"ENSG00000095464",2
"ENSG00000095485",2
"ENSG00000095539",2
"ENSG00000095564",2
"ENSG00000095574",2
"ENSG00000095585",2
"ENSG00000095587",2
"ENSG00000095596",2
"ENSG00000095627",2
"ENSG00000095637",1
"ENSG00000095713",2
"ENSG00000095739",1
"ENSG00000095752",2
"ENSG00000095777",2
"ENSG00000095787",2
"ENSG00000095794",2
"ENSG00000095906",2
"ENSG00000095917",2
"ENSG00000095932",1
"ENSG00000095951",2
"ENSG00000095970",2
"ENSG00000095981",2
"ENSG00000096006",2
"ENSG00000096060",2
"ENSG00000096063",1
"ENSG00000096070",2
"ENSG00000096080",1
"ENSG00000096088",2
"ENSG00000096092",1
"ENSG00000096093",2
"ENSG00000096264",2
"ENSG00000096384",4
"ENSG00000096395",2
"ENSG00000096401",2
"ENSG00000096433",2
"ENSG00000096654",2
"ENSG00000096696",1
"ENSG00000096717",2
"ENSG00000096746",1
"ENSG00000096872",2
"ENSG00000096968",2
"ENSG00000096996",2
"ENSG00000097007",1
"ENSG00000097021",1
"ENSG00000097033",1
"ENSG00000097046",1
"ENSG00000097096",2
"ENSG00000099139",2
"ENSG00000099194",3
"ENSG00000099203",1
"ENSG00000099204",3
"ENSG00000099219",2
"ENSG00000099246",1
"ENSG00000099250",1
"ENSG00000099256",2
"ENSG00000099260",2
"ENSG00000099282",2
"ENSG00000099284",1
"ENSG00000099290",2
"ENSG00000099308",2
"ENSG00000099326",2
"ENSG00000099330",2
"ENSG00000099331",2
"ENSG00000099337",2
"ENSG00000099338",2
"ENSG00000099341",1
"ENSG00000099364",2
"ENSG00000099365",1
"ENSG00000099377",2
"ENSG00000099381",2
"ENSG00000099385",2
"ENSG00000099399",2
"ENSG00000099617",2
"ENSG00000099622",3
"ENSG00000099624",3
"ENSG00000099625",2
"ENSG00000099715",2
"ENSG00000099721",2
"ENSG00000099769",2
"ENSG00000099783",1
"ENSG00000099785",1
"ENSG00000099795",3
"ENSG00000099797",2
"ENSG00000099800",1
"ENSG00000099804",1
"ENSG00000099810",2
"ENSG00000099812",2
"ENSG00000099814",2
"ENSG00000099817",1
"ENSG00000099821",2
"ENSG00000099822",2
"ENSG00000099834",2
"ENSG00000099840",2
"ENSG00000099849",2
"ENSG00000099860",1
"ENSG00000099864",1
"ENSG00000099866",2
"ENSG00000099875",1
"ENSG00000099889",2
"ENSG00000099899",2
"ENSG00000099901",1
"ENSG00000099904",2
"ENSG00000099910",2
"ENSG00000099917",2
"ENSG00000099937",3
"ENSG00000099940",2
"ENSG00000099942",1
"ENSG00000099949",2
"ENSG00000099953",2
"ENSG00000099954",2
"ENSG00000099956",1
"ENSG00000099957",2
"ENSG00000099958",2
"ENSG00000099960",2
"ENSG00000099968",2
"ENSG00000099974",2
"ENSG00000099977",1
"ENSG00000099984",2
"ENSG00000099985",2
"ENSG00000099991",2
"ENSG00000099992",2
"ENSG00000099994",2
"ENSG00000099995",1
"ENSG00000099998",2
"ENSG00000099999",2
"ENSG00000100003",2
"ENSG00000100012",2
"ENSG00000100014",2
"ENSG00000100023",2
"ENSG00000100024",2
"ENSG00000100027",2
"ENSG00000100028",1
"ENSG00000100029",2
"ENSG00000100030",1
"ENSG00000100031",2
"ENSG00000100033",2
"ENSG00000100034",2
